캐릭터,파티,무기,성유물 이름
bennett,bennett(10) / xiangling(7) / xingqiu(7) / fischl(6) / klee(6) / sucrose(6) / chongyun(5) / diluc(5) / diona(5) / eula(5) / gaming(5) / hutao(5) / kaeya(5) / keqing(5) / raiden(5) / sara(5) / tartaglia(5) / venti(5) / xiao(5) / yaemiko(5) / yoimiya(5) / zhongli(5) / albedo(4) / amber(4) / faruzan(4) / ganyu(4) / jean(4) / kaveh(4) / kukishinobu(4) / layla(4) / lyney(4) / nahida(4) / razor(4) / rosaria(4) / wanderer(4) / yanfei(4) / yelan(4) / alhaitham(3) / arlecchino(3) / ayato(3) / baizhu(3) / barbara(3) / beidou(3) / candace(3) / chasca(3) / chevreuse(3) / chiori(3) / citlali(3) / clorinde(3) / collei(3) / cyno(3) / dehya(3) / dori(3) / emilie(3) / escoffier(3) / freminet(3) / furina(3) / kazuha(3) / kinich(3) / lanyan(3) / lisa(3) / lynette(3) / mavuika(3) / mona(3) / navia(3) / nilou(3) / noelle(3) / ororon(3) / sayu(3) / sethos(3) / shenhe(3) / thoma(3) / varesa(3) / wriothesley(3) / xianyun(3) / xilonen(3) / xinyan(3) / yaoyao(3) / aloy(2) / ayaka(2) / charlotte(2) / dahlia(2) / flins(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / kirara(2) / kokomi(2) / lauma(2) / mika(2) / mualani(2) / neuvillette(2) / ningguang(2) / qiqi(2) / sigewinne(2) / skirk(2) / tighnari(2) / yunjin(2) / mizuki(1),skywardblade(8) / aquilafavonia(6) / freedomsworn(6) / favoniussword(5) / mistsplitterreforged(5) / sapwoodblade(4) / thealleyflash(4) / peakpatrolsong(3) / absolution(2) / azurelight(2) / calamityofeshu(2) / engulfinglightning(2) / favoniuswarbow(2) / festeringdesire(2) / finaleofthedeep(2) / fleuvecendreferryman(2) / harangeppakufutsu(2) / ironsting(2) / lightoffoliarincision(2) / polarstar(2) / prototyperancour(2) / splendoroftranquilwaters(2) / summitshaper(2) / urakumisugiri(2) / astralvulturescrimsonplumage(1) / athousandblazingsuns(1) / cashflowsupervision(1) / deathmatch(1) / elegyfortheend(1) / favoniuscodex(1) / favoniuslance(1) / harbingerofdawn(1) / keyofkhajnisut(1) / mappamare(1) / primordialjadecutter(1) / rust(1) / sacrificialbow(1) / sacrificialfragments(1) / sacrificialgreatsword(1) / sacrificialsword(1) / serpentspine(1) / skywardharp(1) / songofbrokenpines(1) / staffofhoma(1) / theblackspoon(1) / thecatch(1) / thestringless(1) / thewidsith(1) / thunderingpulse(1) / verdict(1) / wolfsgravestone(1),noblesseoblige(8) / crimsonwitchofflames(7) / emblemofseveredfate(5) / thunderingfury(4) / gildeddreams(3) / marechausseehunter(3) / scrolloftheheroofcindercity(3) / viridescentvenerer(3) / flowerofparadiselost(2) / gladiatorsfinale(2) / instructor(2) / maidenbeloved(2) / archaicpetra(1) / blizzardstrayer(1) / deepwoodmemories(1) / goldentroupe(1) / heartofdepth(1) / lavawalker(1) / nighttimewhispersintheechoingwoods(1) / nymphsdream(1) / obsidiancodex(1) / paleflame(1) / songofdayspast(1) / tenacityofthemillelith(1) / theexile(1) / unfinishedreverie(1)
candace,candace(10) / xingqiu(8) / bennett(6) / nilou(6) / yelan(6) / amber(5) / yoimiya(5) / zhongli(5) / baizhu(4) / beidou(4) / fischl(4) / furina(4) / nahida(4) / noelle(4) / rosaria(4) / sucrose(4) / yaoyao(4) / albedo(3) / alhaitham(3) / aloy(3) / arlecchino(3) / barbara(3) / chongyun(3) / collei(3) / cyno(3) / dehya(3) / diluc(3) / diona(3) / dori(3) / gaming(3) / ganyu(3) / hutao(3) / jean(3) / kaeya(3) / keqing(3) / kukishinobu(3) / layla(3) / lisa(3) / mona(3) / razor(3) / sayu(3) / shenhe(3) / thoma(3) / venti(3) / wanderer(3) / xiangling(3) / xiao(3) / xinyan(3) / yaemiko(3) / yunjin(3) / ayaka(2) / ayato(2) / charlotte(2) / chevreuse(2) / chiori(2) / eula(2) / faruzan(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / kaveh(2) / kazuha(2) / kirara(2) / lauma(2) / lynette(2) / lyney(2) / mika(2) / navia(2) / neuvillette(2) / ningguang(2) / qiqi(2) / raiden(2) / sara(2) / tighnari(2) / wriothesley(2) / xianyun(2) / yanfei(2) / chasca(1) / citlali(1) / clorinde(1) / dahlia(1) / emilie(1) / escoffier(1) / flins(1) / freminet(1) / kinich(1) / klee(1) / kokomi(1) / lanyan(1) / mavuika(1) / mualani(1) / ororon(1) / sethos(1) / sigewinne(1) / skirk(1) / tartaglia(1) / varesa(1) / xilonen(1),favoniuslance(8) / blacktassel(6) / staffofhoma(6) / thecatch(6) / engulfinglightning(5) / skywardspine(4) / deathmatch(3) / prototypestarglitter(3) / aquasimulacra(2) / athousandfloatingdreams(2) / calamityqueller(2) / crescentpike(2) / moonpiercer(2) / staffofthescarletsands(2) / azurelight(1) / bloodsoakedruins(1) / endoftheline(1) / fadingtwilight(1) / favoniussword(1) / favoniuswarbow(1) / festeringdesire(1) / finaleofthedeep(1) / fleuvecendreferryman(1) / fracturedhalo(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kagurasverity(1) / kingssquire(1) / kitaincrossspear(1) / primordialjadewingedspear(1) / prototypearchaic(1) / rust(1) / sacrificialsword(1) / splendoroftranquilwaters(1) / thrillingtalesofdragonslayers(1) / thunderingpulse(1) / verdict(1) / vortexvanquisher(1) / wanderingevenstar(1) / whitetassel(1),noblesseoblige(8) / emblemofseveredfate(6) / tenacityofthemillelith(6) / instructor(4) / heartofdepth(3) / theexile(3) / archaicpetra(2) / deepwoodmemories(2) / gildeddreams(2) / marechausseehunter(2) / scrolloftheheroofcindercity(2) / viridescentvenerer(2) / blizzardstrayer(1) / finaleofthedeepgalleries(1) / flowerofparadiselost(1) / goldentroupe(1) / retracingbolide(1) / vourukashasglow(1)
charlotte,charlotte(10) / furina(9) / wriothesley(9) / neuvillette(8) / gaming(6) / shenhe(6) / diona(5) / eula(5) / ganyu(5) / lynette(5) / nahida(5) / sucrose(5) / venti(5) / xingqiu(5) / yelan(5) / amber(4) / barbara(4) / beidou(4) / bennett(4) / fischl(4) / mika(4) / mona(4) / raiden(4) / rosaria(4) / xiangling(4) / zhongli(4) / arlecchino(3) / collei(3) / diluc(3) / faruzan(3) / freminet(3) / hutao(3) / jean(3) / kaeya(3) / kazuha(3) / keqing(3) / layla(3) / lisa(3) / sayu(3) / thoma(3) / wanderer(3) / albedo(2) / alhaitham(2) / aloy(2) / ayaka(2) / ayato(2) / baizhu(2) / candace(2) / chasca(2) / chevreuse(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / cyno(2) / dahlia(2) / dehya(2) / dori(2) / emilie(2) / escoffier(2) / flins(2) / gorou(2) / heizou(2) / ineffa(2) / itto(2) / kaveh(2) / kinich(2) / kirara(2) / klee(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / lauma(2) / lyney(2) / mavuika(2) / mualani(2) / navia(2) / nilou(2) / ningguang(2) / noelle(2) / ororon(2) / qiqi(2) / razor(2) / sara(2) / sethos(2) / sigewinne(2) / skirk(2) / tighnari(2) / varesa(2) / xianyun(2) / xiao(2) / xilonen(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yoimiya(2) / yunjin(2) / mizuki(1) / tartaglia(1),favoniuscodex(8) / cashflowsupervision(3) / engulfinglightning(3) / favoniussword(3) / fleuvecendreferryman(3) / oathsworneye(3) / skywardatlas(3) / songofbrokenpines(3) / splendoroftranquilwaters(3) / thewidsith(3) / tomeoftheeternalflow(3) / elegyfortheend(2) / flowingpurity(2) / freedomsworn(2) / ironsting(2) / prototypeamber(2) / serpentspine(2) / thecatch(2) / thrillingtalesofdragonslayers(2) / azurelight(1) / balladoftheboundlessblue(1) / blackcliffagate(1) / calamityqueller(1) / favoniuslance(1) / festeringdesire(1) / finaleofthedeep(1) / kagurasverity(1) / lostprayertothesacredwinds(1) / memoryofdust(1) / snowtombedstarsilver(1) / solarpearl(1),noblesseoblige(5) / viridescentvenerer(5) / goldentroupe(4) / emblemofseveredfate(3) / maidenbeloved(3) / marechausseehunter(3) / oceanhuedclam(3) / paleflame(3) / tenacityofthemillelith(3) / blizzardstrayer(2) / gladiatorsfinale(2) / finaleofthedeepgalleries(1) / scrolloftheheroofcindercity(1)
chasca,chasca(10) / bennett(8) / furina(8) / ororon(7) / gaming(6) / xiangling(6) / xilonen(6) / rosaria(5) / citlali(4) / fischl(4) / ineffa(4) / mavuika(4) / shenhe(4) / wanderer(4) / charlotte(3) / escoffier(3) / layla(3) / sigewinne(3) / xiao(3) / xingqiu(3) / yelan(3) / amber(2) / barbara(2) / candace(2) / chevreuse(2) / diona(2) / heizou(2) / jean(2) / lanyan(2) / mona(2) / yaemiko(2) / yanfei(2) / albedo(1) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / beidou(1) / chiori(1) / chongyun(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / diluc(1) / dori(1) / emilie(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / hutao(1) / itto(1) / kaeya(1) / kaveh(1) / kazuha(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / kokomi(1) / kukishinobu(1) / lauma(1) / lisa(1) / lynette(1) / lyney(1) / mika(1) / mizuki(1) / mualani(1) / nahida(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / raiden(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / skirk(1) / sucrose(1) / thoma(1) / tighnari(1) / varesa(1) / venti(1) / wriothesley(1) / xianyun(1) / xinyan(1) / yaoyao(1) / yoimiya(1) / yunjin(1) / zhongli(1),astralvulturescrimsonplumage(6) / aquasimulacra(5) / chainbreaker(5) / flowerwreathedfeathers(5) / favoniuscodex(2) / favoniussword(2) / mistsplitterreforged(2) / rust(2) / thrillingtalesofdragonslayers(2) / aquilafavonia(1) / athousandblazingsuns(1) / calamityqueller(1) / favoniuslance(1) / favoniuswarbow(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / hamayumi(1) / keyofkhajnisut(1) / peakpatrolsong(1) / prototypeamber(1) / skywardblade(1) / skywardharp(1) / splendoroftranquilwaters(1) / thealleyflash(1) / thedockhandsassistant(1),obsidiancodex(6) / scrolloftheheroofcindercity(4) / marechausseehunter(3) / noblesseoblige(3) / goldentroupe(2) / tenacityofthemillelith(2) / viridescentvenerer(2) / desertpavilionchronicle(1) / silkenmoonsserenade(1)
chevreuse,chevreuse(9) / yoimiya(8) / bennett(7) / xiangling(7) / raiden(6) / beidou(5) / fischl(5) / gaming(5) / mavuika(5) / arlecchino(4) / clorinde(4) / cyno(4) / dehya(4) / furina(4) / razor(4) / sara(4) / thoma(4) / hutao(3) / klee(3) / lisa(3) / lyney(3) / ororon(3) / shenhe(3) / varesa(3) / yaemiko(3) / yanfei(3) / baizhu(2) / candace(2) / chasca(2) / citlali(2) / emilie(2) / keqing(2) / kinich(2) / kirara(2) / lanyan(2) / nahida(2) / navia(2) / neuvillette(2) / wriothesley(2) / xianyun(2) / xiao(2) / yaoyao(2) / yelan(2) / zhongli(2) / albedo(1) / alhaitham(1) / aloy(1) / amber(1) / ayaka(1) / ayato(1) / barbara(1) / charlotte(1) / chiori(1) / chongyun(1) / collei(1) / dahlia(1) / diluc(1) / diona(1) / dori(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaeya(1) / kaveh(1) / kazuha(1) / kokomi(1) / kukishinobu(1) / lauma(1) / layla(1) / lynette(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / rosaria(1) / sayu(1) / sethos(1) / sigewinne(1) / skirk(1) / sucrose(1) / tighnari(1) / venti(1) / wanderer(1) / xilonen(1) / xingqiu(1) / xinyan(1) / yunjin(1),engulfinglightning(7) / favoniuslance(7) / rust(7) / blacktassel(6) / deathmatch(5) / thecatch(5) / staffofthescarletsands(4) / aquilafavonia(3) / dialoguesofthedesertsages(3) / prototypestarglitter(3) / staffofhoma(3) / favoniussword(2) / skywardspine(2) / thunderingpulse(2) / crimsonmoonssemblance(1) / dragonsbane(1) / elegyfortheend(1) / hakushinring(1) / polarstar(1) / primordialjadewingedspear(1) / serpentspine(1) / skywardblade(1) / skywardharp(1) / skywardpride(1) / thestringless(1) / thrillingtalesofdragonslayers(1) / vividnotions(1),noblesseoblige(8) / songofdayspast(7) / tenacityofthemillelith(6) / emblemofseveredfate(4) / goldentroupe(3) / oceanhuedclam(3) / scrolloftheheroofcindercity(3) / crimsonwitchofflames(2) / gildeddreams(2) / thunderingfury(2) / vourukashasglow(2) / fragmentofharmonicwhimsy(1) / gladiatorsfinale(1) / longnightsoath(1) / maidenbeloved(1) / shimenawasreminiscence(1)
chiori,chiori(10) / navia(9) / zhongli(9) / gorou(8) / bennett(7) / furina(7) / itto(7) / ningguang(7) / albedo(6) / gaming(5) / noelle(4) / xianyun(4) / xingqiu(4) / yaemiko(4) / yelan(4) / yoimiya(4) / alhaitham(3) / amber(3) / arlecchino(3) / chevreuse(3) / faruzan(3) / fischl(3) / hutao(3) / jean(3) / mona(3) / nahida(3) / neuvillette(3) / raiden(3) / sara(3) / shenhe(3) / xiao(3) / yunjin(3) / aloy(2) / ayato(2) / baizhu(2) / barbara(2) / beidou(2) / candace(2) / chongyun(2) / citlali(2) / collei(2) / cyno(2) / dehya(2) / diluc(2) / diona(2) / dori(2) / eula(2) / ganyu(2) / heizou(2) / kaeya(2) / kaveh(2) / keqing(2) / kirara(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / layla(2) / lisa(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / nilou(2) / qiqi(2) / razor(2) / rosaria(2) / sayu(2) / sucrose(2) / thoma(2) / tighnari(2) / wanderer(2) / xiangling(2) / xilonen(2) / xinyan(2) / yanfei(2) / ayaka(1) / charlotte(1) / chasca(1) / clorinde(1) / dahlia(1) / emilie(1) / escoffier(1) / flins(1) / freminet(1) / ineffa(1) / kazuha(1) / kinich(1) / klee(1) / lauma(1) / mizuki(1) / mualani(1) / ororon(1) / sethos(1) / sigewinne(1) / skirk(1) / tartaglia(1) / varesa(1) / venti(1) / wriothesley(1) / yaoyao(1),urakumisugiri(5) / cinnabarspindle(3) / festeringdesire(3) / mistsplitterreforged(3) / blacktassel(2) / favoniuswarbow(2) / primordialjadecutter(2) / redhornstonethresher(2) / rust(2) / verdict(2) / alleyhunter(1) / aquasimulacra(1) / aquilafavonia(1) / blackcliffpole(1) / crimsonmoonssemblance(1) / dialoguesofthedesertsages(1) / favoniuscodex(1) / favoniuslance(1) / favoniussword(1) / fleuvecendreferryman(1) / kagurasverity(1) / katsuragikirinagamasa(1) / lionsroar(1) / lithicblade(1) / rainslasher(1) / serpentspine(1) / splendoroftranquilwaters(1) / staffofhoma(1) / summitshaper(1) / thealleyflash(1) / thecatch(1) / thewidsith(1) / thunderingpulse(1),goldentroupe(4) / archaicpetra(3) / huskofopulentdreams(3) / nighttimewhispersintheechoingwoods(2) / noblesseoblige(2) / tenacityofthemillelith(2) / emblemofseveredfate(1) / marechausseehunter(1) / scrolloftheheroofcindercity(1) / shimenawasreminiscence(1) / theexile(1)
chongyun,chongyun(10) / xingqiu(7) / xiangling(6) / bennett(5) / diona(5) / kaeya(5) / rosaria(5) / albedo(4) / diluc(4) / ganyu(4) / jean(4) / keqing(4) / layla(4) / shenhe(4) / sucrose(4) / venti(4) / xiao(4) / yelan(4) / zhongli(4) / aloy(3) / amber(3) / ayaka(3) / barbara(3) / freminet(3) / furina(3) / gaming(3) / mona(3) / arlecchino(2) / ayato(2) / chevreuse(2) / chiori(2) / citlali(2) / collei(2) / cyno(2) / dori(2) / escoffier(2) / eula(2) / faruzan(2) / fischl(2) / gorou(2) / heizou(2) / hutao(2) / itto(2) / kazuha(2) / klee(2) / kukishinobu(2) / lynette(2) / lyney(2) / nahida(2) / navia(2) / neuvillette(2) / nilou(2) / qiqi(2) / raiden(2) / sara(2) / sayu(2) / skirk(2) / thoma(2) / tighnari(2) / wanderer(2) / wriothesley(2) / xianyun(2) / yaemiko(2) / yunjin(2) / alhaitham(1) / baizhu(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / clorinde(1) / dahlia(1) / dehya(1) / emilie(1) / flins(1) / ineffa(1) / kaveh(1) / kinich(1) / kirara(1) / kokomi(1) / lanyan(1) / lauma(1) / lisa(1) / mavuika(1) / mika(1) / mualani(1) / ningguang(1) / noelle(1) / ororon(1) / razor(1) / sethos(1) / sigewinne(1) / tartaglia(1) / varesa(1) / xilonen(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yoimiya(1),serpentspine(6) / wolfsgravestone(5) / beaconofthereedsea(3) / favoniussword(3) / mistsplitterreforged(3) / sacrificialgreatsword(3) / skywardpride(3) / akuoumaru(2) / amenomakageuchi(2) / blacktassel(2) / cinnabarspindle(2) / deathmatch(2) / engulfinglightning(2) / favoniusgreatsword(2) / favoniuswarbow(2) / harbingerofdawn(2) / lithicblade(2) / luxurioussealord(2) / mailedflower(2) / prototypearchaic(2) / redhornstonethresher(2) / sacrificialbow(2) / sacrificialsword(2) / skywardblade(2) / staffofhoma(2) / theblackspoon(2) / aquasimulacra(1) / aquilafavonia(1) / athousandblazingsuns(1) / athousandfloatingdreams(1) / balladoftheboundlessblue(1) / blackcliffslasher(1) / bloodtaintedgreatsword(1) / cashflowsupervision(1) / crescentpike(1) / endoftheline(1) / fadingtwilight(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / peakpatrolsong(1) / primordialjadewingedspear(1) / prototypeamber(1) / prototyperancour(1) / rust(1) / thecatch(1) / theunforged(1) / thrillingtalesofdragonslayers(1) / thunderingpulse(1) / verdict(1),blizzardstrayer(7) / noblesseoblige(7) / emblemofseveredfate(4) / crimsonwitchofflames(3) / tenacityofthemillelith(3) / archaicpetra(2) / maidenbeloved(2) / thunderingfury(2) / viridescentvenerer(2) / deepwoodmemories(1) / gildeddreams(1) / gladiatorsfinale(1) / goldentroupe(1) / instructor(1) / lavawalker(1) / shimenawasreminiscence(1) / unfinishedreverie(1)
citlali,citlali(10) / mavuika(8) / arlecchino(7) / bennett(7) / xilonen(7) / gaming(6) / neuvillette(6) / furina(5) / hutao(5) / skirk(5) / xianyun(5) / chasca(4) / diona(4) / escoffier(4) / ganyu(4) / mualani(4) / rosaria(4) / sucrose(4) / wriothesley(4) / yelan(4) / ayaka(3) / clorinde(3) / diluc(3) / kaeya(3) / lyney(3) / nahida(3) / shenhe(3) / wanderer(3) / xiangling(3) / xingqiu(3) / yoimiya(3) / zhongli(3) / albedo(2) / amber(2) / barbara(2) / chevreuse(2) / chiori(2) / chongyun(2) / cyno(2) / dehya(2) / emilie(2) / faruzan(2) / fischl(2) / flins(2) / freminet(2) / ineffa(2) / kaveh(2) / keqing(2) / kinich(2) / lauma(2) / layla(2) / lynette(2) / navia(2) / nilou(2) / ororon(2) / varesa(2) / venti(2) / xiao(2) / alhaitham(1) / aloy(1) / ayato(1) / baizhu(1) / beidou(1) / candace(1) / charlotte(1) / collei(1) / dahlia(1) / dori(1) / eula(1) / gorou(1) / heizou(1) / itto(1) / jean(1) / kazuha(1) / kirara(1) / klee(1) / kokomi(1) / kukishinobu(1) / lanyan(1) / lisa(1) / mika(1) / mona(1) / ningguang(1) / noelle(1) / qiqi(1) / raiden(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / sigewinne(1) / tartaglia(1) / thoma(1) / tighnari(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yunjin(1),favoniuscodex(3) / sacrificialfragments(3) / thrillingtalesofdragonslayers(3) / wanderingevenstar(3) / athousandblazingsuns(2) / athousandfloatingdreams(2) / crimsonmoonssemblance(2) / freedomsworn(2) / mappamare(2) / peakpatrolsong(2) / splendoroftranquilwaters(2) / tomeoftheeternalflow(2) / aquasimulacra(1) / aquilafavonia(1) / astralvulturescrimsonplumage(1) / azurelight(1) / balladofthefjords(1) / calamityofeshu(1) / cranesechoingcall(1) / deathmatch(1) / elegyfortheend(1) / favoniuslance(1) / favoniussword(1) / favoniuswarbow(1) / finaleofthedeep(1) / flowerwreathedfeathers(1) / magicguide(1) / mistsplitterreforged(1) / redhornstonethresher(1) / rust(1) / serpentspine(1) / staffofhoma(1) / thealleyflash(1) / thunderingpulse(1),scrolloftheheroofcindercity(7) / tenacityofthemillelith(4) / instructor(3) / noblesseoblige(3) / viridescentvenerer(3) / emblemofseveredfate(2) / fragmentofharmonicwhimsy(2) / goldentroupe(2) / marechausseehunter(2) / obsidiancodex(2) / archaicpetra(1) / blizzardstrayer(1) / crimsonwitchofflames(1) / finaleofthedeepgalleries(1) / gildeddreams(1) / shimenawasreminiscence(1)
clorinde,clorinde(9) / fischl(7) / furina(7) / nahida(7) / yelan(7) / amber(5) / baizhu(5) / chevreuse(5) / kazuha(5) / xingqiu(5) / chiori(4) / sucrose(4) / xiangling(4) / yaemiko(4) / zhongli(4) / cyno(3) / gaming(3) / jean(3) / keqing(3) / kirara(3) / lynette(3) / mavuika(3) / ororon(3) / raiden(3) / sara(3) / sethos(3) / thoma(3) / xilonen(3) / yunjin(3) / alhaitham(2) / arlecchino(2) / beidou(2) / bennett(2) / collei(2) / emilie(2) / flins(2) / ineffa(2) / kukishinobu(2) / lanyan(2) / varesa(2) / venti(2) / yaoyao(2) / albedo(1) / aloy(1) / ayaka(1) / ayato(1) / barbara(1) / candace(1) / charlotte(1) / chasca(1) / chongyun(1) / citlali(1) / dahlia(1) / dehya(1) / diluc(1) / diona(1) / dori(1) / escoffier(1) / eula(1) / faruzan(1) / freminet(1) / ganyu(1) / gorou(1) / heizou(1) / hutao(1) / itto(1) / kaeya(1) / kaveh(1) / kinich(1) / klee(1) / kokomi(1) / lauma(1) / layla(1) / lisa(1) / lyney(1) / mika(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / rosaria(1) / sayu(1) / shenhe(1) / sigewinne(1) / skirk(1) / tartaglia(1) / tighnari(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1),absolution(6) / finaleofthedeep(4) / harangeppakufutsu(4) / theblackspoon(4) / freedomsworn(3) / mistsplitterreforged(3) / urakumisugiri(3) / athousandfloatingdreams(2) / calamityofeshu(2) / favoniuslance(2) / harbingerofdawn(2) / jadefallssplendor(2) / lightoffoliarincision(2) / splendoroftranquilwaters(2) / wanderingevenstar(2) / alleyhunter(1) / aquasimulacra(1) / athousandblazingsuns(1) / elegyfortheend(1) / engulfinglightning(1) / favoniussword(1) / favoniuswarbow(1) / kitaincrossspear(1) / peakpatrolsong(1) / primordialjadecutter(1) / prototypeamber(1) / rust(1) / serpentspine(1) / skywardblade(1) / skywardharp(1) / staffofhoma(1) / thestringless(1) / xiphosmoonlight(1),fragmentofharmonicwhimsy(6) / viridescentvenerer(5) / thunderingfury(4) / goldentroupe(3) / noblesseoblige(3) / deepwoodmemories(2) / echoesofanoffering(2) / emblemofseveredfate(2) / gladiatorsfinale(2) / obsidiancodex(2) / archaicpetra(1) / gildeddreams(1) / oceanhuedclam(1) / scrolloftheheroofcindercity(1) / tenacityofthemillelith(1)
collei,collei(10) / fischl(8) / tighnari(8) / keqing(6) / raiden(6) / yaemiko(6) / zhongli(6) / gaming(5) / cyno(4) / kukishinobu(4) / nahida(4) / xiangling(4) / xingqiu(4) / yelan(4) / barbara(3) / bennett(3) / kokomi(3) / lisa(3) / nilou(3) / thoma(3) / yaoyao(3) / alhaitham(2) / amber(2) / ayato(2) / baizhu(2) / beidou(2) / clorinde(2) / dendrotraveler(2) / diona(2) / escoffier(2) / ganyu(2) / jean(2) / kaeya(2) / kazuha(2) / mona(2) / skirk(2) / sucrose(2) / venti(2) / albedo(1) / aloy(1) / arlecchino(1) / ayaka(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / dahlia(1) / dehya(1) / diluc(1) / dori(1) / emilie(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / furina(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / kaveh(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / lauma(1) / layla(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / razor(1) / rosaria(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / tartaglia(1) / varesa(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1),favoniuswarbow(7) / elegyfortheend(6) / polarstar(4) / sacrificialbow(4) / thestringless(4) / favoniussword(3) / rust(3) / aquasimulacra(2) / blacktassel(2) / engulfinglightning(2) / everlastingmoonglow(2) / hunterspath(2) / ironsting(2) / primordialjadecutter(2) / sacrificialfragments(2) / skywardblade(2) / skywardharp(2) / staffofhoma(2) / thecatch(2) / thewidsith(2) / alleyhunter(1) / dragonsbane(1) / endoftheline(1) / kagurasverity(1),deepwoodmemories(9) / noblesseoblige(7) / gildeddreams(5) / instructor(4) / emblemofseveredfate(3) / tenacityofthemillelith(3) / oceanhuedclam(2) / thunderingfury(2) / flowerofparadiselost(1) / scrolloftheheroofcindercity(1) / viridescentvenerer(1)
