캐릭터,파티,무기,성유물 이름
diona,diona(10) / ayaka(5) / gaming(5) / mona(5) / venti(5) / ganyu(4) / xingqiu(4) / eula(3) / hutao(3) / kazuha(3) / sucrose(3) / amber(2) / ayato(2) / barbara(2) / beidou(2) / bennett(2) / diluc(2) / ineffa(2) / jean(2) / kokomi(2) / xiangling(2) / yanfei(2) / yelan(2) / yoimiya(2) / chasca(1) / escoffier(1) / fischl(1) / furina(1) / keqing(1) / klee(1) / kukishinobu(1) / lisa(1) / nahida(1) / ningguang(1) / raiden(1) / razor(1) / shenhe(1) / skirk(1) / xiao(1) / zhongli(1),sacrificialbow(7) / elegyfortheend(6) / favoniuswarbow(6) / recurvebow(3) / thestringless(2) / lithicspear(1) / rust(1),noblesseoblige(6) / tenacityofthemillelith(3) / deepwoodmemories(2) / maidenbeloved(2) / viridescentvenerer(2) / blizzardstrayer(1) / emblemofseveredfate(1) / gildeddreams(1) / instructor(1) / oceanhuedclam(1)
dori,dori(10) / kazuha(8) / eula(7) / fischl(7) / raiden(7) / rosaria(7) / xingqiu(7) / yaemiko(7) / nahida(6) / sara(6) / jean(5) / keqing(5) / sucrose(5) / yoimiya(5) / ayato(4) / baizhu(4) / beidou(4) / bennett(4) / collei(4) / cyno(4) / gaming(4) / kaveh(4) / kirara(4) / kokomi(4) / kukishinobu(4) / sayu(4) / shenhe(4) / tartaglia(4) / wanderer(4) / yaoyao(4) / yelan(4) / albedo(3) / alhaitham(3) / aloy(3) / amber(3) / arlecchino(3) / ayaka(3) / barbara(3) / candace(3) / chevreuse(3) / chiori(3) / chongyun(3) / clorinde(3) / dehya(3) / diluc(3) / diona(3) / faruzan(3) / flins(3) / freminet(3) / furina(3) / ganyu(3) / gorou(3) / heizou(3) / hutao(3) / itto(3) / kaeya(3) / layla(3) / lisa(3) / lynette(3) / lyney(3) / mika(3) / mona(3) / navia(3) / neuvillette(3) / nilou(3) / ningguang(3) / noelle(3) / qiqi(3) / razor(3) / thoma(3) / tighnari(3) / varesa(3) / xianyun(3) / xiao(3) / xinyan(3) / yanfei(3) / yunjin(3) / zhongli(3) / charlotte(2) / chasca(2) / citlali(2) / dahlia(2) / emilie(2) / escoffier(2) / ineffa(2) / kinich(2) / klee(2) / lanyan(2) / lauma(2) / mavuika(2) / mizuki(2) / mualani(2) / ororon(2) / sethos(2) / sigewinne(2) / skirk(2) / venti(2) / wriothesley(2) / xiangling(2) / xilonen(2),favoniusgreatsword(9) / sacrificialgreatsword(6) / forestregalia(5) / katsuragikirinagamasa(5) / engulfinglightning(4) / sacrificialsword(4) / favoniuslance(3) / kagurasverity(3) / serpentspine(3) / songofbrokenpines(3) / thecatch(3) / thunderingpulse(3) / athousandfloatingdreams(2) / bloodtaintedgreatsword(2) / freedomsworn(2) / ironsting(2) / makhairaaquamarine(2) / polarstar(2) / rust(2) / skywardharp(2) / skywardspine(2) / thestringless(2) / thewidsith(2) / aquasimulacra(1) / blackcliffslasher(1) / blacktassel(1) / crescentpike(1) / endoftheline(1) / fadingtwilight(1) / ferrousshadow(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / lostprayertothesacredwinds(1) / prototypearchaic(1) / rainslasher(1) / skywardblade(1) / skywardpride(1) / verdict(1),noblesseoblige(8) / emblemofseveredfate(4) / oceanhuedclam(4) / thunderingfury(4) / deepwoodmemories(3) / gildeddreams(3) / instructor(3) / paleflame(3) / tenacityofthemillelith(3) / viridescentvenerer(3) / blizzardstrayer(2) / flowerofparadiselost(2) / gladiatorsfinale(2) / heartofdepth(2) / theexile(2) / maidenbeloved(1) / shimenawasreminiscence(1) / thundersoother(1) / wandererstroupe(1)
emilie,emilie(10) / bennett(8) / xiangling(8) / arlecchino(7) / kazuha(6) / lyney(6) / nahida(6) / neuvillette(6) / wriothesley(6) / zhongli(6) / clorinde(5) / fischl(5) / furina(5) / ganyu(5) / sucrose(5) / thoma(5) / alhaitham(4) / gaming(4) / kinich(4) / mualani(4) / baizhu(3) / charlotte(3) / cyno(3) / hutao(3) / jean(3) / klee(3) / mavuika(3) / xilonen(3) / xingqiu(3) / yaoyao(3) / yelan(3) / yoimiya(3) / albedo(2) / amber(2) / ayaka(2) / ayato(2) / barbara(2) / chevreuse(2) / chiori(2) / dehya(2) / kaeya(2) / kirara(2) / kokomi(2) / lauma(2) / lynette(2) / nilou(2) / ororon(2) / raiden(2) / sayu(2) / shenhe(2) / sigewinne(2) / tighnari(2) / venti(2) / wanderer(2) / xianyun(2) / aloy(1) / beidou(1) / candace(1) / chasca(1) / chongyun(1) / citlali(1) / collei(1) / dahlia(1) / diluc(1) / diona(1) / dori(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / kaveh(1) / keqing(1) / kukishinobu(1) / lanyan(1) / layla(1) / lisa(1) / mika(1) / mizuki(1) / mona(1) / navia(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / rosaria(1) / sara(1) / sethos(1) / skirk(1) / varesa(1) / xiao(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yunjin(1),deathmatch(3) / favoniuslance(3) / staffofhoma(3) / athousandblazingsuns(2) / cashflowsupervision(2) / crimsonmoonssemblance(2) / fangofthemountainking(2) / kitaincrossspear(2) / peakpatrolsong(2) / aquilafavonia(1) / balladofthefjords(1) / calamityqueller(1) / dragonsbane(1) / engulfinglightning(1) / favoniussword(1) / freedomsworn(1) / hamayumi(1) / harbingerofdawn(1) / hunterspath(1) / lightoffoliarincision(1) / missivewindspear(1) / mistsplitterreforged(1) / moonpiercer(1) / rust(1) / serpentspine(1) / skywardspine(1) / splendoroftranquilwaters(1) / staffofthescarletsands(1) / thealleyflash(1) / thecatch(1) / thewidsith(1) / thrillingtalesofdragonslayers(1),unfinishedreverie(4) / deepwoodmemories(3) / noblesseoblige(3) / scrolloftheheroofcindercity(3) / viridescentvenerer(3) / emblemofseveredfate(2) / goldentroupe(2) / marechausseehunter(2) / obsidiancodex(2) / flowerofparadiselost(1) / fragmentofharmonicwhimsy(1) / gambler(1) / gildeddreams(1) / songofdayspast(1) / tenacityofthemillelith(1) / theexile(1) / wandererstroupe(1)
escoffier,escoffier(10) / furina(7) / shenhe(7) / wriothesley(6) / yelan(6) / gaming(5) / ganyu(5) / kazuha(5) / neuvillette(5) / ayaka(4) / hutao(4) / kaeya(4) / layla(4) / skirk(4) / ayato(3) / bennett(3) / charlotte(3) / citlali(3) / diona(3) / freminet(3) / kokomi(3) / mavuika(3) / mona(3) / rosaria(3) / xingqiu(3) / yoimiya(3) / arlecchino(2) / chevreuse(2) / dahlia(2) / diluc(2) / eula(2) / keqing(2) / kinich(2) / lyney(2) / mika(2) / mualani(2) / qiqi(2) / venti(2) / wanderer(2) / xilonen(2) / albedo(1) / alhaitham(1) / aloy(1) / amber(1) / baizhu(1) / barbara(1) / beidou(1) / candace(1) / chasca(1) / chiori(1) / chongyun(1) / clorinde(1) / collei(1) / cyno(1) / dehya(1) / dori(1) / emilie(1) / faruzan(1) / fischl(1) / flins(1) / gorou(1) / heizou(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / kirara(1) / klee(1) / kukishinobu(1) / lanyan(1) / lauma(1) / lisa(1) / lynette(1) / mizuki(1) / nahida(1) / navia(1) / nilou(1) / ningguang(1) / noelle(1) / ororon(1) / raiden(1) / razor(1) / sara(1) / sayu(1) / sethos(1) / sigewinne(1) / sucrose(1) / thoma(1) / tighnari(1) / varesa(1) / xiangling(1) / xianyun(1) / xiao(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yunjin(1) / zhongli(1),calamityqueller(8) / favoniuslance(7) / staffofhoma(7) / deathmatch(6) / engulfinglightning(4) / skywardspine(3) / blackcliffpole(2) / finaleofthedeep(2) / fracturedhalo(2) / primordialjadewingedspear(2) / rust(2) / azurelight(1) / calamityofeshu(1) / elegyfortheend(1) / favoniuscodex(1) / favoniussword(1) / favoniuswarbow(1) / festeringdesire(1) / fleuvecendreferryman(1) / missivewindspear(1) / mistsplitterreforged(1) / prototypestarglitter(1) / splendoroftranquilwaters(1) / verdict(1),goldentroupe(8) / blizzardstrayer(7) / noblesseoblige(5) / tenacityofthemillelith(5) / scrolloftheheroofcindercity(3) / marechausseehunter(2) / finaleofthedeepgalleries(1) / songofdayspast(1) / viridescentvenerer(1)
eula,eula(10) / fischl(8) / raiden(8) / rosaria(8) / zhongli(8) / bennett(7) / diona(7) / mika(7) / yelan(6) / beidou(5) / kukishinobu(5) / layla(5) / chongyun(4) / ineffa(4) / kaeya(4) / nahida(4) / shenhe(4) / venti(4) / albedo(3) / aloy(3) / amber(3) / ayaka(3) / citlali(3) / dori(3) / escoffier(3) / furina(3) / gaming(3) / ganyu(3) / jean(3) / keqing(3) / lisa(3) / qiqi(3) / skirk(3) / sucrose(3) / wanderer(3) / wriothesley(3) / xianyun(3) / xingqiu(3) / alhaitham(2) / arlecchino(2) / ayato(2) / baizhu(2) / barbara(2) / candace(2) / charlotte(2) / chasca(2) / chevreuse(2) / chiori(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / diluc(2) / emilie(2) / faruzan(2) / flins(2) / freminet(2) / gorou(2) / heizou(2) / hutao(2) / itto(2) / kaveh(2) / kazuha(2) / kinich(2) / kirara(2) / klee(2) / kokomi(2) / lanyan(2) / lauma(2) / lynette(2) / lyney(2) / mavuika(2) / mizuki(2) / mona(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / noelle(2) / ororon(2) / razor(2) / sara(2) / sayu(2) / sethos(2) / sigewinne(2) / thoma(2) / tighnari(2) / varesa(2) / xiangling(2) / xiao(2) / xilonen(2) / xinyan(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yoimiya(2) / yunjin(2),songofbrokenpines(9) / serpentspine(5) / favoniussword(4) / sacrificialbow(4) / skywardpride(4) / beaconofthereedsea(3) / engulfinglightning(3) / favoniuslance(3) / favoniuswarbow(3) / luxurioussealord(3) / wolfsgravestone(3) / akuoumaru(2) / blacktassel(2) / prototypearchaic(2) / redhornstonethresher(2) / skywardblade(2) / skywardharp(2) / skywardspine(2) / snowtombedstarsilver(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / theunforged(2) / verdict(2) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / splendoroftranquilwaters(1) / thrillingtalesofdragonslayers(1),paleflame(8) / emblemofseveredfate(4) / noblesseoblige(4) / tenacityofthemillelith(4) / blizzardstrayer(2) / maidenbeloved(2) / oceanhuedclam(2) / thunderingfury(2) / bloodstainedchivalry(1) / goldentroupe(1) / longnightsoath(1) / marechausseehunter(1) / silkenmoonsserenade(1)
faruzan,faruzan(10) / wanderer(9) / bennett(8) / xiao(8) / xingqiu(7) / rosaria(6) / xiangling(6) / yelan(6) / zhongli(6) / gaming(5) / heizou(5) / albedo(4) / candace(4) / diona(4) / fischl(4) / ganyu(4) / hutao(4) / jean(4) / kokomi(4) / layla(4) / mona(4) / nilou(4) / sara(4) / shenhe(4) / sucrose(4) / thoma(4) / venti(4) / yanfei(4) / yunjin(4) / alhaitham(3) / aloy(3) / amber(3) / arlecchino(3) / ayaka(3) / ayato(3) / baizhu(3) / barbara(3) / beidou(3) / charlotte(3) / chevreuse(3) / chiori(3) / chongyun(3) / clorinde(3) / collei(3) / cyno(3) / dehya(3) / diluc(3) / dori(3) / emilie(3) / eula(3) / freminet(3) / furina(3) / gorou(3) / itto(3) / kaeya(3) / kaveh(3) / kazuha(3) / keqing(3) / kinich(3) / kirara(3) / klee(3) / kukishinobu(3) / lisa(3) / lynette(3) / lyney(3) / mika(3) / mualani(3) / nahida(3) / navia(3) / neuvillette(3) / ningguang(3) / noelle(3) / qiqi(3) / raiden(3) / razor(3) / sayu(3) / sethos(3) / sigewinne(3) / tighnari(3) / wriothesley(3) / xianyun(3) / xilonen(3) / xinyan(3) / yaemiko(3) / yaoyao(3) / yoimiya(3) / chasca(2) / citlali(2) / dahlia(2) / escoffier(2) / flins(2) / ineffa(2) / lanyan(2) / lauma(2) / mavuika(2) / mizuki(2) / ororon(2) / skirk(2) / varesa(2) / tartaglia(1),favoniuswarbow(4) / aquasimulacra(3) / elegyfortheend(3) / blacktassel(2) / deathmatch(2) / endoftheline(2) / engulfinglightning(2) / fadingtwilight(2) / favoniuslance(2) / favoniussword(2) / sacrificialbow(2) / sapwoodblade(2) / skywardspine(2) / staffofhoma(2) / thecatch(2) / thewidsith(2) / tulaytullahsremembrance(2) / aquilafavonia(1) / freedomsworn(1) / hunterspath(1) / keyofkhajnisut(1) / primordialjadewingedspear(1) / skywardharp(1),noblesseoblige(6) / tenacityofthemillelith(5) / emblemofseveredfate(4) / viridescentvenerer(4) / desertpavilionchronicle(3) / blizzardstrayer(2) / theexile(2) / vermillionhereafter(2) / deepwoodmemories(1) / gildeddreams(1) / scholar(1) / scrolloftheheroofcindercity(1)
fischl,fischl(10) / beidou(7) / eula(7) / nahida(7) / bennett(6) / cyno(6) / diona(6) / kazuha(6) / keqing(6) / rosaria(6) / sucrose(6) / venti(6) / xiangling(6) / xingqiu(6) / zhongli(6) / ayato(5) / faruzan(5) / gaming(5) / heizou(5) / layla(5) / arlecchino(4) / baizhu(4) / chevreuse(4) / furina(4) / hutao(4) / kokomi(4) / kukishinobu(4) / qiqi(4) / raiden(4) / sara(4) / tighnari(4) / wanderer(4) / yelan(4) / yoimiya(4) / yunjin(4) / alhaitham(3) / amber(3) / chasca(3) / clorinde(3) / collei(3) / dori(3) / flins(3) / freminet(3) / ganyu(3) / kaeya(3) / klee(3) / lynette(3) / mavuika(3) / mona(3) / razor(3) / shenhe(3) / tartaglia(3) / xilonen(3) / yaemiko(3) / albedo(2) / aloy(2) / ayaka(2) / barbara(2) / charlotte(2) / chiori(2) / chongyun(2) / diluc(2) / gorou(2) / ineffa(2) / itto(2) / jean(2) / kaveh(2) / kirara(2) / lisa(2) / lyney(2) / mika(2) / navia(2) / neuvillette(2) / nilou(2) / noelle(2) / thoma(2) / wriothesley(2) / xianyun(2) / xiao(2) / xinyan(2) / yaoyao(2) / candace(1) / citlali(1) / dahlia(1) / dehya(1) / dendrotraveler(1) / emilie(1) / escoffier(1) / kinich(1) / lanyan(1) / lauma(1) / mizuki(1) / mualani(1) / ningguang(1) / ororon(1) / sayu(1) / sethos(1) / sigewinne(1) / skirk(1) / varesa(1) / yanfei(1),alleyhunter(5) / aquasimulacra(5) / thestringless(5) / elegyfortheend(4) / favoniuslance(4) / absolution(3) / athousandfloatingdreams(3) / bloodsoakedruins(3) / cashflowsupervision(3) / engulfinglightning(3) / favoniussword(3) / favoniuswarbow(3) / mistsplitterreforged(3) / peakpatrolsong(3) / polarstar(3) / rust(3) / thecatch(3) / wanderingevenstar(3) / athousandblazingsuns(2) / crimsonmoonssemblance(2) / deathmatch(2) / fadingtwilight(2) / flowerwreathedfeathers(2) / mitternachtswaltz(2) / prototypecrescent(2) / sacrificialbow(2) / serpentspine(2) / splendoroftranquilwaters(2) / staffofthescarletsands(2) / thealleyflash(2) / theblackspoon(2) / thewidsith(2) / thunderingpulse(2) / astralvulturescrimsonplumage(1) / balladoftheboundlessblue(1) / balladofthefjords(1) / crescentpike(1) / endoftheline(1) / favoniuscodex(1) / festeringdesire(1) / fleuvecendreferryman(1) / fracturedhalo(1) / hakushinring(1) / harangeppakufutsu(1) / hunterspath(1) / ironsting(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / prototypeamber(1) / prototypearchaic(1) / prototyperancour(1) / sacrificialsword(1) / skywardharp(1) / songofbrokenpines(1) / verdict(1),thunderingfury(6) / gildeddreams(5) / goldentroupe(5) / tenacityofthemillelith(5) / viridescentvenerer(5) / noblesseoblige(4) / deepwoodmemories(3) / fragmentofharmonicwhimsy(3) / paleflame(3) / echoesofanoffering(2) / emblemofseveredfate(2) / flowerofparadiselost(2) / lavawalker(2) / nightoftheskysunveiling(2) / obsidiancodex(2) / scrolloftheheroofcindercity(2) / silkenmoonsserenade(2) / archaicpetra(1) / crimsonwitchofflames(1) / desertpavilionchronicle(1) / heartofdepth(1) / oceanhuedclam(1) / thundersoother(1)
flins,flins(10) / sucrose(9) / ineffa(8) / yelan(7) / gaming(6) / xingqiu(6) / fischl(5) / kazuha(5) / kukishinobu(5) / lanyan(5) / lauma(5) / ororon(5) / xilonen(5) / dori(3) / furina(3) / sara(3) / amber(2) / baizhu(2) / barbara(2) / beidou(2) / bennett(2) / candace(2) / collei(2) / cyno(2) / heizou(2) / jean(2) / keqing(2) / kokomi(2) / lynette(2) / mona(2) / nahida(2) / sayu(2) / shenhe(2) / varesa(2) / venti(2) / wanderer(2) / xianyun(2) / yaemiko(2) / zhongli(2) / albedo(1) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / dahlia(1) / dehya(1) / diluc(1) / diona(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / freminet(1) / ganyu(1) / gorou(1) / hutao(1) / itto(1) / kaeya(1) / kaveh(1) / kinich(1) / kirara(1) / klee(1) / layla(1) / lisa(1) / lyney(1) / mavuika(1) / mika(1) / mizuki(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / raiden(1) / razor(1) / rosaria(1) / sethos(1) / sigewinne(1) / skirk(1) / thoma(1) / tighnari(1) / wriothesley(1) / xiangling(1) / xiao(1) / xinyan(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),bloodsoakedruins(9) / balladofthefjords(5) / deathmatch(5) / fracturedhalo(5) / staffofthescarletsands(5) / favoniuslance(3) / primordialjadewingedspear(3) / wanderingevenstar(3) / elegyfortheend(2) / missivewindspear(2) / sacrificialfragments(2) / staffofhoma(2) / thrillingtalesofdragonslayers(2) / calamityqueller(1) / engulfinglightning(1) / favoniuscodex(1) / favoniusgreatsword(1) / favoniussword(1) / favoniuswarbow(1) / fluteofezpitzal(1) / mouunsmoon(1) / peakpatrolsong(1) / prototypeamber(1) / rust(1) / sacrificialbow(1) / skywardspine(1) / thestringless(1) / vortexvanquisher(1),viridescentvenerer(5) / nightoftheskysunveiling(4) / thunderingfury(4) / gildeddreams(3) / silkenmoonsserenade(2) / tenacityofthemillelith(2) / deepwoodmemories(1) / emblemofseveredfate(1) / gladiatorsfinale(1) / goldentroupe(1) / instructor(1) / marechausseehunter(1) / noblesseoblige(1) / scrolloftheheroofcindercity(1) / shimenawasreminiscence(1) / wandererstroupe(1)
freminet,freminet(10) / fischl(7) / diona(6) / ganyu(6) / kazuha(6) / yaemiko(6) / bennett(5) / gaming(5) / kokomi(5) / lynette(5) / shenhe(5) / xingqiu(5) / zhongli(5) / kukishinobu(4) / lyney(4) / mika(4) / nahida(4) / raiden(4) / yelan(4) / albedo(3) / chongyun(3) / furina(3) / jean(3) / kaeya(3) / rosaria(3) / sucrose(3) / venti(3) / ayaka(2) / baizhu(2) / barbara(2) / chiori(2) / collei(2) / dori(2) / heizou(2) / keqing(2) / layla(2) / lisa(2) / mona(2) / thoma(2) / wanderer(2) / xiangling(2) / xianyun(2) / aloy(1) / amber(1) / arlecchino(1) / ayato(1) / beidou(1) / charlotte(1) / chevreuse(1) / citlali(1) / cyno(1) / dehya(1) / diluc(1) / escoffier(1) / eula(1) / faruzan(1) / gorou(1) / hutao(1) / ineffa(1) / itto(1) / kirara(1) / lanyan(1) / lauma(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / ororon(1) / qiqi(1) / sara(1) / sayu(1) / tartaglia(1) / tighnari(1) / wriothesley(1) / xiao(1) / xilonen(1) / yaoyao(1) / yunjin(1),rust(4) / serpentspine(4) / beaconofthereedsea(3) / skywardpride(3) / songofbrokenpines(3) / verdict(3) / athousandblazingsuns(2) / fangofthemountainking(2) / mailedflower(2) / prototypearchaic(2) / redhornstonethresher(2) / theunforged(2) / aquasimulacra(1) / athousandfloatingdreams(1) / crescentpike(1) / elegyfortheend(1) / endoftheline(1) / engulfinglightning(1) / fadingtwilight(1) / favoniuscodex(1) / favoniusgreatsword(1) / favoniuslance(1) / favoniussword(1) / favoniuswarbow(1) / fruitfulhook(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kingssquire(1) / lostprayertothesacredwinds(1) / memoryofdust(1) / oathsworneye(1) / prototypeamber(1) / prototyperancour(1) / sacrificialgreatsword(1) / snowtombedstarsilver(1) / thecatch(1) / thunderingpulse(1) / wanderingevenstar(1) / wolfsgravestone(1),paleflame(4) / viridescentvenerer(3) / blizzardstrayer(2) / bloodstainedchivalry(2) / gladiatorsfinale(2) / goldentroupe(2) / marechausseehunter(2) / noblesseoblige(2) / crimsonwitchofflames(1) / emblemofseveredfate(1) / oceanhuedclam(1) / songofdayspast(1) / thunderingfury(1) / wandererstroupe(1)
furina,furina(10) / baizhu(7) / hutao(7) / kazuha(7) / neuvillette(7) / raiden(7) / yelan(7) / zhongli(7) / gaming(6) / itto(6) / jean(6) / ayaka(5) / bennett(5) / gorou(5) / kokomi(5) / nahida(5) / noelle(5) / shenhe(5) / sucrose(5) / xiangling(5) / xingqiu(5) / albedo(4) / alhaitham(4) / amber(4) / barbara(4) / fischl(4) / kukishinobu(4) / nilou(4) / charlotte(3) / clorinde(3) / diona(3) / emilie(3) / ganyu(3) / klee(3) / lisa(3) / navia(3) / sayu(3) / venti(3) / wriothesley(3) / xianyun(3) / xiao(3) / yaemiko(3) / yaoyao(3) / yoimiya(3) / arlecchino(2) / ayato(2) / chasca(2) / chiori(2) / chongyun(2) / citlali(2) / collei(2) / cyno(2) / diluc(2) / dori(2) / escoffier(2) / eula(2) / faruzan(2) / flins(2) / freminet(2) / heizou(2) / ineffa(2) / kaeya(2) / keqing(2) / kinich(2) / lanyan(2) / lauma(2) / layla(2) / lynette(2) / lyney(2) / mavuika(2) / mika(2) / mizuki(2) / mona(2) / mualani(2) / ororon(2) / qiqi(2) / razor(2) / sigewinne(2) / skirk(2) / tighnari(2) / varesa(2) / wanderer(2) / xilonen(2) / yanfei(2) / yunjin(2) / aloy(1) / beidou(1) / candace(1) / chevreuse(1) / dahlia(1) / dehya(1) / kaveh(1) / kirara(1) / ningguang(1) / rosaria(1) / sara(1) / sethos(1) / thoma(1) / xinyan(1),splendoroftranquilwaters(5) / fleuvecendreferryman(4) / festeringdesire(3) / prototypeamber(3) / thecatch(3) / absolution(2) / azurelight(2) / favoniussword(2) / favoniuswarbow(2) / freedomsworn(2) / harbingerofdawn(2) / ironsting(2) / keyofkhajnisut(2) / lightoffoliarincision(2) / primordialjadecutter(2) / staffofhoma(2) / theblackspoon(2) / tomeoftheeternalflow(2) / aquasimulacra(1) / aquilafavonia(1) / astralvulturescrimsonplumage(1) / athousandblazingsuns(1) / blacktassel(1) / calamityqueller(1) / cinnabarspindle(1) / deathmatch(1) / elegyfortheend(1) / engulfinglightning(1) / favoniusgreatsword(1) / favoniuslance(1) / fracturedhalo(1) / harangeppakufutsu(1) / jadefallssplendor(1) / kitaincrossspear(1) / lithicspear(1) / mistsplitterreforged(1) / peakpatrolsong(1) / redhornstonethresher(1) / sacrificialsword(1) / skywardblade(1) / solarpearl(1) / theflute(1) / thestringless(1) / thewidsith(1) / urakumisugiri(1) / wanderingevenstar(1) / whiteblind(1),goldentroupe(5) / viridescentvenerer(5) / marechausseehunter(4) / deepwoodmemories(3) / noblesseoblige(3) / tenacityofthemillelith(3) / flowerofparadiselost(2) / gildeddreams(2) / oceanhuedclam(2) / scrolloftheheroofcindercity(2) / theexile(2) / archaicpetra(1) / blizzardstrayer(1) / crimsonwitchofflames(1) / emblemofseveredfate(1) / fragmentofharmonicwhimsy(1) / gambler(1) / huskofopulentdreams(1) / instructor(1) / obsidiancodex(1) / thunderingfury(1)
gaming,gaming(10) / bennett(5) / kazuha(5) / xianyun(5) / furina(4) / ganyu(4) / layla(4) / xiangling(4) / chevreuse(3) / fischl(3) / kaeya(3) / sucrose(3) / xingqiu(3) / amber(2) / chongyun(2) / citlali(2) / diona(2) / jean(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / lynette(2) / mavuika(2) / mika(2) / ororon(2) / rosaria(2) / sayu(2) / shenhe(2) / sigewinne(2) / thoma(2) / venti(2) / xilonen(2) / yanfei(2) / yelan(2) / zhongli(2) / albedo(1) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / barbara(1) / beidou(1) / candace(1) / charlotte(1) / chasca(1) / chiori(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / diluc(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / kaveh(1) / keqing(1) / kinich(1) / kirara(1) / klee(1) / lauma(1) / lisa(1) / lyney(1) / mizuki(1) / mona(1) / mualani(1) / nahida(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / raiden(1) / razor(1) / sara(1) / sethos(1) / skirk(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xiao(1) / xinyan(1) / yaemiko(1) / yaoyao(1) / yoimiya(1) / yunjin(1),serpentspine(4) / aquilafavonia(3) / favoniussword(3) / redhornstonethresher(3) / splendoroftranquilwaters(3) / cranesechoingcall(2) / engulfinglightning(2) / fleuvecendreferryman(2) / freedomsworn(2) / hamayumi(2) / harbingerofdawn(2) / ironsting(2) / mailedflower(2) / oathsworneye(2) / primordialjadecutter(2) / thecatch(2) / athousandblazingsuns(1) / athousandfloatingdreams(1) / beaconofthereedsea(1) / dialoguesofthedesertsages(1) / fangofthemountainking(1) / favoniuscodex(1) / favoniuslance(1) / fracturedhalo(1) / fruitfulhook(1) / hunterspath(1) / lithicblade(1) / rainslasher(1) / skywardpride(1) / songofbrokenpines(1) / theunforged(1) / thrillingtalesofdragonslayers(1) / verdict(1) / wanderingevenstar(1),marechausseehunter(4) / noblesseoblige(4) / songofdayspast(4) / viridescentvenerer(4) / crimsonwitchofflames(3) / emblemofseveredfate(3) / goldentroupe(3) / tenacityofthemillelith(3) / gildeddreams(2) / scrolloftheheroofcindercity(2) / archaicpetra(1) / instructor(1) / vermillionhereafter(1)
