캐릭터,파티,무기,성유물 이름
lauma,lauma(10) / nilou(8) / nahida(7) / xingqiu(7) / ineffa(6) / kokomi(6) / kukishinobu(6) / furina(5) / neuvillette(5) / yaoyao(5) / alhaitham(4) / amber(4) / baizhu(4) / gaming(4) / yelan(4) / ayato(3) / collei(3) / fischl(3) / raiden(3) / sucrose(3) / thoma(3) / tighnari(3) / xiangling(3) / arlecchino(2) / barbara(2) / beidou(2) / candace(2) / clorinde(2) / cyno(2) / dehya(2) / dori(2) / emilie(2) / kaveh(2) / keqing(2) / kinich(2) / kirara(2) / mavuika(2) / ororon(2) / razor(2) / sethos(2) / shenhe(2) / sigewinne(2) / xilonen(2) / yaemiko(2) / albedo(1) / aloy(1) / ayaka(1) / bennett(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / dahlia(1) / diluc(1) / diona(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / gorou(1) / heizou(1) / hutao(1) / itto(1) / jean(1) / kaeya(1) / kazuha(1) / klee(1) / lanyan(1) / layla(1) / lisa(1) / lynette(1) / lyney(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / ningguang(1) / noelle(1) / qiqi(1) / rosaria(1) / sara(1) / sayu(1) / skirk(1) / varesa(1) / venti(1) / wanderer(1) / wriothesley(1) / xianyun(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1) / zhongli(1),athousandfloatingdreams(4) / etherlightspindlelute(4) / favoniuscodex(3) / prototypeamber(3) / keyofkhajnisut(2) / splendoroftranquilwaters(2) / tomeoftheeternalflow(2) / aquasimulacra(1) / dragonsbane(1) / elegyfortheend(1) / engulfinglightning(1) / favoniusgreatsword(1) / favoniuslance(1) / favoniussword(1) / favoniuswarbow(1) / fracturedhalo(1) / fruitoffulfillment(1) / lightoffoliarincision(1) / peakpatrolsong(1) / polarstar(1) / sacrificialfragments(1) / sacrificialsword(1) / thewidsith(1) / thrillingtalesofdragonslayers(1) / wanderingevenstar(1) / xiphosmoonlight(1),deepwoodmemories(6) / gildeddreams(5) / silkenmoonsserenade(4) / emblemofseveredfate(2) / flowerofparadiselost(2) / goldentroupe(2) / marechausseehunter(2) / nightoftheskysunveiling(1) / nymphsdream(1) / oceanhuedclam(1) / scrolloftheheroofcindercity(1) / tenacityofthemillelith(1) / vourukashasglow(1)
layla,layla(10) / ayaka(3) / kazuha(3) / kokomi(3) / venti(3) / ayato(2) / bennett(2) / diona(2) / ganyu(2) / keqing(2) / lisa(2) / mona(2) / nahida(2) / raiden(2) / tighnari(2) / xingqiu(2) / yanfei(2) / yelan(2) / yunjin(2) / zhongli(2) / albedo(1) / amber(1) / barbara(1) / beidou(1) / chongyun(1) / diluc(1) / eula(1) / fischl(1) / gaming(1) / heizou(1) / hutao(1) / jean(1) / kaeya(1) / klee(1) / razor(1) / rosaria(1) / sara(1) / shenhe(1) / sucrose(1) / tartaglia(1) / xiangling(1) / yaemiko(1) / yoimiya(1),freedomsworn(2) / keyofkhajnisut(2) / blacktassel(1) / elegyfortheend(1) / favoniussword(1) / favoniuswarbow(1) / festeringdesire(1) / harangeppakufutsu(1) / harbingerofdawn(1) / lightoffoliarincision(1) / mistsplitterreforged(1) / primordialjadecutter(1) / prototypeamber(1) / recurvebow(1) / rust(1) / sacrificialbow(1) / sacrificialsword(1) / skywardblade(1) / staffofhoma(1) / thrillingtalesofdragonslayers(1),scholar(2) / archaicpetra(1) / berserker(1) / blizzardstrayer(1) / deepwoodmemories(1) / instructor(1) / noblesseoblige(1) / retracingbolide(1) / tenacityofthemillelith(1) / theexile(1) / viridescentvenerer(1)
lisa,lisa(10) / fischl(7) / beidou(6) / xingqiu(6) / bennett(5) / yelan(5) / eula(4) / kokomi(4) / nahida(4) / raiden(4) / venti(4) / zhongli(4) / amber(3) / chevreuse(3) / diluc(3) / gaming(3) / kazuha(3) / keqing(3) / rosaria(3) / sara(3) / sucrose(3) / xianyun(3) / albedo(2) / barbara(2) / chongyun(2) / diona(2) / furina(2) / gorou(2) / kukishinobu(2) / lauma(2) / mona(2) / ororon(2) / xiangling(2) / xilonen(2) / alhaitham(1) / aloy(1) / arlecchino(1) / ayaka(1) / ayato(1) / baizhu(1) / candace(1) / charlotte(1) / chasca(1) / chiori(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / dehya(1) / dori(1) / emilie(1) / escoffier(1) / faruzan(1) / flins(1) / freminet(1) / ganyu(1) / heizou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / kaeya(1) / kaveh(1) / kinich(1) / kirara(1) / klee(1) / lanyan(1) / layla(1) / lynette(1) / lyney(1) / mavuika(1) / mika(1) / mizuki(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / thoma(1) / tighnari(1) / varesa(1) / wanderer(1) / wriothesley(1) / xiao(1) / xinyan(1) / yaemiko(1) / yanfei(1) / yaoyao(1) / yoimiya(1) / yunjin(1),skywardatlas(5) / thrillingtalesofdragonslayers(4) / engulfinglightning(3) / mappamare(3) / sacrificialfragments(3) / thewidsith(3) / athousandfloatingdreams(2) / blacktassel(2) / everlastingmoonglow(2) / favoniuscodex(2) / favoniuslance(2) / favoniussword(2) / freedomsworn(2) / ironsting(2) / lostprayertothesacredwinds(2) / serpentspine(2) / skywardblade(2) / skywardharp(2) / skywardspine(2) / songofbrokenpines(2) / staffofhoma(2) / thecatch(2) / thestringless(2) / athousandblazingsuns(1) / blackcliffagate(1) / cashflowsupervision(1) / dawningfrost(1) / elegyfortheend(1) / etherlightspindlelute(1) / flowingpurity(1) / fruitoffulfillment(1) / hakushinring(1) / kagurasverity(1) / magicguide(1) / messenger(1) / peakpatrolsong(1) / prototypeamber(1) / rust(1) / solarpearl(1) / splendoroftranquilwaters(1) / tomeoftheeternalflow(1) / vividnotions(1) / wanderingevenstar(1) / wolfsgravestone(1),thunderingfury(7) / emblemofseveredfate(4) / noblesseoblige(4) / oceanhuedclam(3) / blizzardstrayer(2) / crimsonwitchofflames(2) / deepwoodmemories(2) / gildeddreams(2) / goldentroupe(2) / paleflame(2) / scrolloftheheroofcindercity(2) / tenacityofthemillelith(2) / viridescentvenerer(2) / flowerofparadiselost(1) / instructor(1) / marechausseehunter(1) / thundersoother(1)
lynette,lynette(10) / bennett(8) / kokomi(7) / lyney(7) / raiden(7) / xiangling(7) / ayaka(6) / beidou(6) / fischl(6) / nahida(6) / rosaria(6) / xingqiu(6) / yelan(6) / zhongli(6) / faruzan(5) / gaming(5) / hutao(5) / kazuha(5) / kirara(5) / kukishinobu(5) / sara(5) / shenhe(5) / sucrose(5) / wanderer(5) / yaemiko(5) / ayato(4) / collei(4) / tartaglia(4) / venti(4) / albedo(3) / aloy(3) / amber(3) / arlecchino(3) / baizhu(3) / barbara(3) / chevreuse(3) / chiori(3) / chongyun(3) / cyno(3) / diluc(3) / diona(3) / dori(3) / freminet(3) / furina(3) / ganyu(3) / gorou(3) / heizou(3) / itto(3) / jean(3) / kaeya(3) / keqing(3) / layla(3) / lisa(3) / mona(3) / navia(3) / neuvillette(3) / nilou(3) / qiqi(3) / sayu(3) / thoma(3) / tighnari(3) / wriothesley(3) / xianyun(3) / xiao(3) / yunjin(3) / alhaitham(2) / candace(2) / charlotte(2) / chasca(2) / citlali(2) / clorinde(2) / dahlia(2) / dehya(2) / emilie(2) / escoffier(2) / eula(2) / flins(2) / ineffa(2) / kaveh(2) / kinich(2) / klee(2) / lanyan(2) / lauma(2) / mavuika(2) / mika(2) / mizuki(2) / mualani(2) / ningguang(2) / noelle(2) / ororon(2) / razor(2) / sethos(2) / sigewinne(2) / skirk(2) / varesa(2) / xilonen(2) / xinyan(2) / yanfei(2) / yaoyao(2) / yoimiya(2),favoniussword(5) / rust(5) / sapwoodblade(5) / amenomakageuchi(4) / engulfinglightning(4) / sacrificialsword(4) / skywardblade(4) / aquasimulacra(3) / aquilafavonia(3) / fleuvecendreferryman(3) / mistsplitterreforged(3) / polarstar(3) / skywardharp(3) / thecatch(3) / thrillingtalesofdragonslayers(3) / athousandfloatingdreams(2) / blacktassel(2) / calamityqueller(2) / deathmatch(2) / everlastingmoonglow(2) / favoniuslance(2) / freedomsworn(2) / keyofkhajnisut(2) / skywardspine(2) / solarpearl(2) / staffofhoma(2) / thestringless(2) / thewidsith(2) / crescentpike(1) / elegyfortheend(1) / endoftheline(1) / fadingtwilight(1) / festeringdesire(1) / finaleofthedeep(1) / harangeppakufutsu(1) / hunterspath(1) / ironsting(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kagurasverity(1) / kingssquire(1) / lostprayertothesacredwinds(1) / primordialjadecutter(1) / prototypearchaic(1) / prototyperancour(1) / staffofthescarletsands(1) / thunderingpulse(1) / verdict(1) / wavebreakersfin(1) / xiphosmoonlight(1),noblesseoblige(7) / viridescentvenerer(7) / gildeddreams(6) / emblemofseveredfate(4) / marechausseehunter(4) / deepwoodmemories(3) / heartofdepth(3) / tenacityofthemillelith(3) / blizzardstrayer(2) / crimsonwitchofflames(2) / flowerofparadiselost(2) / desertpavilionchronicle(1) / gladiatorsfinale(1) / instructor(1) / scholar(1) / thunderingfury(1) / vourukashasglow(1) / wandererstroupe(1)
lyney,lyney(10) / bennett(8) / xiangling(8) / kazuha(7) / dehya(6) / lynette(6) / zhongli(5) / baizhu(4) / gaming(4) / kirara(4) / layla(4) / sucrose(4) / venti(4) / yanfei(4) / diona(3) / heizou(3) / kokomi(3) / yoimiya(3) / albedo(2) / amber(2) / arlecchino(2) / beidou(2) / faruzan(2) / fischl(2) / ganyu(2) / jean(2) / keqing(2) / klee(2) / nahida(2) / nilou(2) / thoma(2) / wanderer(2) / xingqiu(2) / xinyan(2) / yelan(2) / alhaitham(1) / aloy(1) / ayaka(1) / ayato(1) / barbara(1) / candace(1) / charlotte(1) / chasca(1) / chevreuse(1) / chiori(1) / chongyun(1) / citlali(1) / clorinde(1) / collei(1) / cyno(1) / dahlia(1) / diluc(1) / dori(1) / emilie(1) / escoffier(1) / eula(1) / flins(1) / freminet(1) / furina(1) / gorou(1) / hutao(1) / ineffa(1) / itto(1) / kaeya(1) / kaveh(1) / kinich(1) / kukishinobu(1) / lanyan(1) / lauma(1) / lisa(1) / mavuika(1) / mika(1) / mizuki(1) / mona(1) / mualani(1) / navia(1) / neuvillette(1) / ningguang(1) / noelle(1) / ororon(1) / qiqi(1) / raiden(1) / razor(1) / rosaria(1) / sara(1) / sayu(1) / sethos(1) / shenhe(1) / sigewinne(1) / skirk(1) / tighnari(1) / varesa(1) / wriothesley(1) / xianyun(1) / xiao(1) / xilonen(1) / yaemiko(1) / yaoyao(1) / yunjin(1),aquilafavonia(3) / favoniusgreatsword(3) / freedomsworn(3) / engulfinglightning(2) / favoniussword(2) / ironsting(2) / thecatch(2) / aquasimulacra(1) / blackcliffwarbow(1) / favoniuscodex(1) / peakpatrolsong(1) / polarstar(1) / prototypeamber(1) / prototypecrescent(1) / skywardharp(1) / splendoroftranquilwaters(1) / thrillingtalesofdragonslayers(1) / thunderingpulse(1),viridescentvenerer(5) / marechausseehunter(4) / noblesseoblige(3) / tenacityofthemillelith(3) / emblemofseveredfate(2) / archaicpetra(1) / crimsonwitchofflames(1) / desertpavilionchronicle(1) / goldentroupe(1) / lavawalker(1) / retracingbolide(1) / scrolloftheheroofcindercity(1) / vermillionhereafter(1)
mavuika,mavuika(10) / furina(9) / citlali(8) / xilonen(8) / bennett(6) / mualani(6) / chevreuse(5) / gaming(5) / kazuha(5) / kinich(5) / ororon(5) / xiangling(5) / clorinde(4) / dehya(4) / emilie(4) / fischl(4) / rosaria(4) / thoma(4) / wriothesley(4) / xingqiu(4) / albedo(3) / baizhu(3) / chasca(3) / diluc(3) / diona(3) / escoffier(3) / ganyu(3) / hutao(3) / kaeya(3) / lanyan(3) / layla(3) / lyney(3) / mika(3) / nahida(3) / navia(3) / neuvillette(3) / raiden(3) / sucrose(3) / varesa(3) / venti(3) / yelan(3) / arlecchino(2) / ayaka(2) / ayato(2) / beidou(2) / candace(2) / chiori(2) / cyno(2) / dahlia(2) / faruzan(2) / heizou(2) / jean(2) / keqing(2) / kirara(2) / klee(2) / lauma(2) / lynette(2) / mizuki(2) / mona(2) / sara(2) / sayu(2) / sethos(2) / shenhe(2) / wanderer(2) / xianyun(2) / xiao(2) / xinyan(2) / yaemiko(2) / yaoyao(2) / yoimiya(2) / zhongli(2) / alhaitham(1) / aloy(1) / amber(1) / barbara(1) / charlotte(1) / chongyun(1) / collei(1) / dori(1) / eula(1) / flins(1) / freminet(1) / gorou(1) / ineffa(1) / itto(1) / kaveh(1) / kokomi(1) / kukishinobu(1) / lisa(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / sigewinne(1) / skirk(1) / tighnari(1) / yanfei(1) / yunjin(1),athousandblazingsuns(7) / beaconofthereedsea(5) / serpentspine(5) / verdict(4) / earthshaker(3) / fangofthemountainking(3) / mailedflower(3) / redhornstonethresher(3) / wolfsgravestone(3) / akuoumaru(2) / blackcliffslasher(2) / rainslasher(2) / theunforged(2) / aquilafavonia(1) / athousandfloatingdreams(1) / dialoguesofthedesertsages(1) / elegyfortheend(1) / finaleofthedeep(1) / luxurioussealord(1) / makhairaaquamarine(1) / peakpatrolsong(1) / prototypearchaic(1) / royalgreatsword(1) / rust(1) / skywardpride(1) / splendoroftranquilwaters(1),obsidiancodex(6) / scrolloftheheroofcindercity(6) / marechausseehunter(4) / gildeddreams(3) / instructor(3) / archaicpetra(2) / crimsonwitchofflames(2) / goldentroupe(2) / deepwoodmemories(1) / finaleofthedeepgalleries(1) / noblesseoblige(1) / songofdayspast(1) / tenacityofthemillelith(1) / unfinishedreverie(1)
mika,mika(10) / eula(8) / raiden(7) / yunjin(7) / zhongli(7) / diona(6) / layla(6) / rosaria(6) / yelan(6) / bennett(5) / fischl(5) / kaeya(5) / ayato(4) / gaming(4) / lisa(4) / nahida(4) / razor(4) / wanderer(4) / xiangling(4) / xingqiu(4) / yoimiya(4) / aloy(3) / ayaka(3) / charlotte(3) / citlali(3) / cyno(3) / dehya(3) / escoffier(3) / faruzan(3) / freminet(3) / furina(3) / ganyu(3) / hutao(3) / ineffa(3) / kazuha(3) / kirara(3) / qiqi(3) / shenhe(3) / skirk(3) / venti(3) / wriothesley(3) / yaemiko(3) / albedo(2) / alhaitham(2) / amber(2) / arlecchino(2) / baizhu(2) / barbara(2) / beidou(2) / candace(2) / chasca(2) / chevreuse(2) / chiori(2) / chongyun(2) / clorinde(2) / collei(2) / dahlia(2) / diluc(2) / dori(2) / emilie(2) / flins(2) / gorou(2) / heizou(2) / itto(2) / jean(2) / kaveh(2) / keqing(2) / kinich(2) / klee(2) / kokomi(2) / kukishinobu(2) / lanyan(2) / lauma(2) / lynette(2) / lyney(2) / mavuika(2) / mizuki(2) / mona(2) / mualani(2) / navia(2) / neuvillette(2) / nilou(2) / ningguang(2) / noelle(2) / ororon(2) / sara(2) / sayu(2) / sethos(2) / sigewinne(2) / sucrose(2) / thoma(2) / tighnari(2) / varesa(2) / xianyun(2) / xiao(2) / xilonen(2) / xinyan(2) / yanfei(2) / yaoyao(2),favoniuslance(4) / blacktassel(3) / dialoguesofthedesertsages(3) / engulfinglightning(3) / thecatch(3) / prototypestarglitter(2) / songofbrokenpines(2) / cashflowsupervision(1) / crescentpike(1) / deathmatch(1) / favoniussword(1) / mitternachtswaltz(1) / peakpatrolsong(1) / serpentspine(1) / skywardblade(1) / solarpearl(1) / splendoroftranquilwaters(1) / staffofhoma(1) / thewidsith(1),noblesseoblige(4) / oceanhuedclam(3) / emblemofseveredfate(2) / paleflame(2) / tenacityofthemillelith(2) / archaicpetra(1) / blizzardstrayer(1) / deepwoodmemories(1) / desertpavilionchronicle(1) / goldentroupe(1) / huskofopulentdreams(1) / maidenbeloved(1) / marechausseehunter(1) / scrolloftheheroofcindercity(1) / songofdayspast(1) / thunderingfury(1)
mizuki,mizuki(10) / fischl(7) / furina(7) / nahida(7) / ororon(7) / yaemiko(7) / citlali(6) / mavuika(6) / xiangling(6) / emilie(5) / bennett(4) / dehya(4) / gaming(4) / venti(4) / xingqiu(4) / ganyu(3) / kazuha(3) / kokomi(3) / kukishinobu(3) / lisa(3) / lynette(3) / xilonen(3) / yelan(3) / amber(2) / arlecchino(2) / ayaka(2) / ayato(2) / baizhu(2) / barbara(2) / beidou(2) / charlotte(2) / chasca(2) / clorinde(2) / collei(2) / dori(2) / heizou(2) / kaeya(2) / keqing(2) / lanyan(2) / layla(2) / mika(2) / mona(2) / raiden(2) / rosaria(2) / sayu(2) / shenhe(2) / sigewinne(2) / sucrose(2) / tighnari(2) / wanderer(2) / xiao(2) / yaoyao(2) / albedo(1) / alhaitham(1) / aloy(1) / candace(1) / chevreuse(1) / chiori(1) / chongyun(1) / cyno(1) / dahlia(1) / diluc(1) / diona(1) / escoffier(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / hutao(1) / ineffa(1) / itto(1) / jean(1) / kaveh(1) / kinich(1) / kirara(1) / klee(1) / lauma(1) / lyney(1) / mualani(1) / navia(1) / neuvillette(1) / nilou(1) / ningguang(1) / noelle(1) / qiqi(1) / razor(1) / sara(1) / sethos(1) / skirk(1) / thoma(1) / varesa(1) / wriothesley(1) / xianyun(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1) / zhongli(1),athousandfloatingdreams(3) / wanderingevenstar(3) / elegyfortheend(2) / favoniuscodex(2) / kagurasverity(2) / sacrificialfragments(2) / splendoroftranquilwaters(2) / thrillingtalesofdragonslayers(2) / absolution(1) / aquasimulacra(1) / athousandblazingsuns(1) / engulfinglightning(1) / favoniussword(1) / favoniuswarbow(1) / freedomsworn(1) / fruitoffulfillment(1) / hakushinring(1) / magicguide(1) / mappamare(1) / mouunsmoon(1) / prototypeamber(1) / rust(1) / serpentspine(1) / theblackspoon(1) / thestringless(1) / thewidsith(1) / tomeoftheeternalflow(1),viridescentvenerer(6) / emblemofseveredfate(2) / goldentroupe(2) / scrolloftheheroofcindercity(2) / deepwoodmemories(1) / fragmentofharmonicwhimsy(1) / gildeddreams(1) / instructor(1) / marechausseehunter(1) / obsidiancodex(1)
mona,mona(10) / amber(7) / bennett(7) / fischl(7) / ganyu(7) / sucrose(7) / venti(7) / ayaka(6) / hutao(6) / kazuha(6) / xingqiu(6) / yelan(6) / diona(5) / furina(5) / albedo(4) / beidou(4) / diluc(4) / escoffier(4) / gaming(4) / raiden(4) / skirk(4) / wanderer(4) / arlecchino(3) / ayato(3) / charlotte(3) / citlali(3) / heizou(3) / ineffa(3) / jean(3) / kokomi(3) / layla(3) / lynette(3) / mavuika(3) / nahida(3) / navia(3) / rosaria(3) / shenhe(3) / wriothesley(3) / xiangling(3) / xilonen(3) / yunjin(3) / zhongli(3) / aloy(2) / barbara(2) / candace(2) / chasca(2) / chevreuse(2) / chiori(2) / chongyun(2) / collei(2) / cyno(2) / dahlia(2) / dehya(2) / dori(2) / eula(2) / faruzan(2) / flins(2) / freminet(2) / gorou(2) / itto(2) / keqing(2) / klee(2) / kukishinobu(2) / lyney(2) / mualani(2) / neuvillette(2) / nilou(2) / qiqi(2) / razor(2) / sara(2) / thoma(2) / tighnari(2) / xianyun(2) / xiao(2) / yaemiko(2) / yanfei(2) / yoimiya(2) / alhaitham(1) / baizhu(1) / clorinde(1) / emilie(1) / kaeya(1) / kaveh(1) / kinich(1) / kirara(1) / lanyan(1) / lauma(1) / lisa(1) / mika(1) / mizuki(1) / ningguang(1) / noelle(1) / ororon(1) / sayu(1) / sethos(1) / sigewinne(1) / tartaglia(1) / varesa(1) / xinyan(1) / yaoyao(1),thrillingtalesofdragonslayers(6) / favoniuscodex(5) / lostprayertothesacredwinds(5) / prototypeamber(5) / thewidsith(4) / athousandfloatingdreams(3) / aquasimulacra(2) / azurelight(2) / dodocotales(2) / engulfinglightning(2) / favoniussword(2) / memoryofdust(2) / peakpatrolsong(2) / rust(2) / sacrificialfragments(2) / skywardatlas(2) / splendoroftranquilwaters(2) / astralvulturescrimsonplumage(1) / athousandblazingsuns(1) / balladofthefjords(1) / blackcliffagate(1) / crescentpike(1) / elegyfortheend(1) / endoftheline(1) / fadingtwilight(1) / favoniuslance(1) / favoniuswarbow(1) / finaleofthedeep(1) / flowerwreathedfeathers(1) / flowingpurity(1) / fracturedhalo(1) / freedomsworn(1) / hakushinring(1) / harangeppakufutsu(1) / hunterspath(1) / jadefallssplendor(1) / kagotsurubeisshin(1) / kagurasverity(1) / kingssquire(1) / mappamare(1) / mistsplitterreforged(1) / oathsworneye(1) / prototypearchaic(1) / prototyperancour(1) / sacrificialbow(1) / sacrificialsword(1) / serpentspine(1) / solarpearl(1) / staffofhoma(1) / thealleyflash(1) / theblackspoon(1) / thecatch(1) / thunderingpulse(1) / verdict(1) / wanderingevenstar(1) / wineandsong(1) / wolfsgravestone(1),noblesseoblige(7) / emblemofseveredfate(6) / tenacityofthemillelith(5) / viridescentvenerer(4) / crimsonwitchofflames(3) / goldentroupe(2) / instructor(2) / obsidiancodex(2) / scrolloftheheroofcindercity(2) / blizzardstrayer(1) / finaleofthedeepgalleries(1) / flowerofparadiselost(1) / gildeddreams(1) / heartofdepth(1) / maidenbeloved(1) / marechausseehunter(1) / nymphsdream(1) / oceanhuedclam(1) / scholar(1) / silkenmoonsserenade(1) / thunderingfury(1) / wandererstroupe(1)
mualani,mualani(10) / xiangling(7) / emilie(6) / furina(6) / bennett(5) / dehya(5) / kazuha(5) / thoma(5) / candace(4) / gaming(4) / keqing(4) / mavuika(4) / mona(4) / nahida(4) / neuvillette(4) / sigewinne(4) / sucrose(4) / xilonen(4) / xingqiu(4) / xinyan(4) / zhongli(4) / albedo(3) / amber(3) / baizhu(3) / chiori(3) / citlali(3) / escoffier(3) / ineffa(3) / jean(3) / kinich(3) / kirara(3) / kokomi(3) / lanyan(3) / lynette(3) / venti(3) / yelan(3) / alhaitham(2) / aloy(2) / arlecchino(2) / ayaka(2) / ayato(2) / barbara(2) / beidou(2) / charlotte(2) / chasca(2) / chevreuse(2) / chongyun(2) / clorinde(2) / collei(2) / cyno(2) / dahlia(2) / diluc(2) / diona(2) / dori(2) / eula(2) / faruzan(2) / fischl(2) / flins(2) / freminet(2) / ganyu(2) / gorou(2) / heizou(2) / hutao(2) / itto(2) / kaeya(2) / kaveh(2) / klee(2) / kukishinobu(2) / lauma(2) / layla(2) / lisa(2) / lyney(2) / mika(2) / mizuki(2) / navia(2) / nilou(2) / ningguang(2) / noelle(2) / ororon(2) / qiqi(2) / raiden(2) / razor(2) / rosaria(2) / sara(2) / sayu(2) / sethos(2) / shenhe(2) / skirk(2) / tighnari(2) / varesa(2) / wanderer(2) / wriothesley(2) / xianyun(2) / xiao(2) / yaemiko(2) / yanfei(2) / yaoyao(2) / yoimiya(2) / yunjin(2),thewidsith(3) / prototypeamber(2) / tomeoftheeternalflow(2) / ashgravendrinkinghorn(1) / athousandfloatingdreams(1) / beaconofthereedsea(1) / favoniuslance(1) / freedomsworn(1) / lostprayertothesacredwinds(1) / sacrificialsword(1) / splendoroftranquilwaters(1),obsidiancodex(5) / heartofdepth(4) / viridescentvenerer(3) / emblemofseveredfate(2) / instructor(2) / unfinishedreverie(2) / archaicpetra(1) / berserker(1) / goldentroupe(1) / marechausseehunter(1) / martialartist(1) / tenacityofthemillelith(1) / vourukashasglow(1)
nahida,nahida(10) / fischl(7) / kokomi(7) / nilou(7) / xingqiu(7) / raiden(6) / yelan(6) / beidou(5) / cyno(5) / kazuha(5) / kukishinobu(5) / thoma(5) / yaemiko(5) / zhongli(5) / amber(4) / bennett(4) / ganyu(4) / lisa(4) / razor(4) / ayato(3) / barbara(3) / collei(3) / gaming(3) / keqing(3) / wanderer(3) / xiangling(3) / yaoyao(3) / albedo(2) / alhaitham(2) / baizhu(2) / candace(2) / charlotte(2) / chiori(2) / chongyun(2) / citlali(2) / clorinde(2) / dehya(2) / dendrotraveler(2) / diluc(2) / diona(2) / dori(2) / emilie(2) / escoffier(2) / furina(2) / heizou(2) / jean(2) / kaeya(2) / kaveh(2) / kinich(2) / kirara(2) / klee(2) / lanyan(2) / layla(2) / lynette(2) / mavuika(2) / mizuki(2) / mona(2) / mualani(2) / neuvillette(2) / noelle(2) / ororon(2) / rosaria(2) / sara(2) / sayu(2) / sethos(2) / sucrose(2) / tighnari(2) / varesa(2) / venti(2) / wriothesley(2) / xianyun(2) / xilonen(2) / aloy(1) / arlecchino(1) / ayaka(1) / chasca(1) / chevreuse(1) / dahlia(1) / eula(1) / faruzan(1) / flins(1) / freminet(1) / gorou(1) / hutao(1) / ineffa(1) / itto(1) / lauma(1) / lyney(1) / mika(1) / navia(1) / ningguang(1) / qiqi(1) / shenhe(1) / sigewinne(1) / skirk(1) / tartaglia(1) / xiao(1) / xinyan(1) / yanfei(1) / yoimiya(1) / yunjin(1),keyofkhajnisut(4) / prototypeamber(4) / athousandfloatingdreams(3) / favoniussword(3) / favoniuswarbow(3) / solarpearl(3) / thewidsith(3) / aquasimulacra(2) / blacktassel(2) / deathmatch(2) / dragonsbane(2) / everlastingmoonglow(2) / favoniuscodex(2) / freedomsworn(2) / hakushinring(2) / hamayumi(2) / ironsting(2) / kitaincrossspear(2) / rainslasher(2) / sacrificialfragments(2) / sacrificialsword(2) / sapwoodblade(2) / serpentspine(2) / skywardblade(2) / skywardpride(2) / staffofhoma(2) / staffofthescarletsands(2) / thestringless(2) / absolution(1) / cashflowsupervision(1) / favoniusgreatsword(1) / festeringdesire(1) / fleuvecendreferryman(1) / harangeppakufutsu(1) / hunterspath(1) / kagurasverity(1) / lightoffoliarincision(1) / lostprayertothesacredwinds(1) / magicguide(1) / mappamare(1) / memoryofdust(1) / polarstar(1) / skywardatlas(1) / splendoroftranquilwaters(1) / theblackspoon(1) / thedockhandsassistant(1) / thrillingtalesofdragonslayers(1) / tomeoftheeternalflow(1) / vividnotions(1) / wanderingevenstar(1) / xiphosmoonlight(1),deepwoodmemories(4) / gildeddreams(4) / goldentroupe(4) / viridescentvenerer(4) / emblemofseveredfate(3) / flowerofparadiselost(3) / tenacityofthemillelith(3) / thunderingfury(3) / archaicpetra(2) / fragmentofharmonicwhimsy(2) / noblesseoblige(2) / oceanhuedclam(2) / echoesofanoffering(1) / gladiatorsfinale(1) / heartofdepth(1) / instructor(1) / scrolloftheheroofcindercity(1) / silkenmoonsserenade(1) / unfinishedreverie(1) / vourukashasglow(1) / wandererstroupe(1)
